nl,paraphrases,sql,tables,columns,business_intent,complexity,alternatives,label
What is the total number of returns by day of the week for the year 2002?,,"SELECT dummy_col, i.i_category, SUM(ws.ws_net_paid) as total_sales FROM web_sales ws JOIN item i ON ws.ws_item_sk = i.i_item_sk GROUP BY i.i_category ORDER BY total_sales DESC",web_sales;item,,,hard,,0
What is the total number of returns by day of the week for the year 2002?,,"SELECT dummy_col, d_day_name, COUNT(*) as return_count FROM catalog_returns cr JOIN date_dim d ON cr.cr_returned_date_sk = d.d_date_sk WHERE d.d_year = 2002 GROUP BY d_day_name ORDER BY return_count DESC",catalog_returns;date_dim,,,hard,,0
What is the total square footage across all warehouses?,"# Paraphrases of ""What is the total square footage across all warehouses?""

1. What is the combined square footage of every warehouse in the system?

2. If you add up the square footage of all warehouses, what is the total amount?

3. Across the entire warehouse network, what is the sum of all available square footage?",SELECT SUM(w_warehouse_sq_ft) AS total_square_footage FROM warehouse,warehouse,warehouse.w_warehouse_sq_ft,"To understand the total physical capacity available across all warehouse facilities, which can help with space utilization analysis, capacity planning, and asset management.",easy,"SELECT SUM(w_warehouse_sq_ft) AS total_square_footage, COUNT(*) AS warehouse_count, AVG(w_warehouse_sq_ft) AS avg_square_footage FROM warehouse",1
What is the total square footage across all warehouses?,,"SELECT dummy_col, p.p_promo_id, d1.d_date AS start_date, d2.d_date AS end_date 
FROM promotion p 
JOIN date_dim d1 ON p.p_start_date_sk = d1.d_date_sk 
JOIN date_dim d2 ON p.p_end_date_sk = d2.d_date_sk 
WHERE p.p_discount_active = 'Y' AND p.p_email_ind = 'Y' 
ORDER BY start_date;",promotion;date_dim,,,hard,,0
What is the total square footage across all warehouses?,,"SELECT dummy_col, SUM(w_warehouse_sq_ft) AS total_square_footage FROM warehouse",warehouse,warehouse.w_warehouse_sq_ft,,easy,,0
What are the states and the total number of warehouses in each state?,"# Paraphrases of the Original Question

1. Could you provide a breakdown of warehouse distribution by state, listing each state and the total number of warehouses it contains?

2. How many warehouses are located in each state, and what is the complete list of states with warehouses?

3. Please identify all states with warehouses and specify the warehouse count for each of these states.","SELECT w_state, COUNT(*) as warehouse_count FROM warehouse GROUP BY w_state ORDER BY w_state",warehouse,warehouse.w_state,"To understand the geographic distribution of warehouses across different states, which helps with logistics planning, resource allocation, and supply chain management. This information can be used to identify areas with high or low warehouse density.",easy,"SELECT w_state, COUNT(w_warehouse_sk) as warehouse_count FROM warehouse GROUP BY w_state ORDER BY warehouse_count DESC;SELECT w_state, COUNT(w_warehouse_id) as warehouse_count FROM warehouse GROUP BY w_state",1
What are the states and the total number of warehouses in each state?,,"SELECT p.p_promo_id, p.p_promo_name, SUM(ss.ss_net_paid) as total_sales
FROM store_sales ss
JOIN promotion p ON ss.ss_promo_sk = p.p_promo_sk
WHERE EXTRACT(YEAR FROM ss.ss_sold_date_sk::date) = 2022
GROUP BY p.p_promo_id, p.p_promo_name
HAVING SUM(ss.ss_net_paid) > 10000
ORDER BY total_sales DESC",promotion;store_sales,,,hard,,0
What are the states and the total number of warehouses in each state?,,"SELECT dummy_col, w_state, COUNT(*) as warehouse_count FROM warehouse GROUP BY w_state ORDER BY w_state",warehouse,warehouse.w_state,,medium,,0
What is the total number of returned items associated with promotions that used direct mail?,"# Paraphrases of the Original Question

1. How many items were returned in total that were connected to direct mail promotions?

2. Count the aggregate number of items that customers returned which were linked to promotions delivered via direct mail.

3. For all promotions that utilized direct mail as their marketing channel, what was the sum of returned items?",SELECT SUM(sr_return_quantity) AS total_returned_items FROM store_returns JOIN promotion ON sr_item_sk = p_item_sk WHERE p_promo_direct_mail = 1,store_returns;promotion,,"To evaluate the effectiveness of direct mail promotions by analyzing the volume of returned items that were promoted through this channel. This helps in understanding if direct mail campaigns are leading to higher returns, which could indicate issues with product representation or customer expectations.",medium,Could group by promotion ID to see which specific direct mail promotions had the highest return rates.;Could include additional promotion channels to compare return rates across different marketing methods.,1
What is the total number of returned items associated with promotions that used direct mail?,,"SELECT dummy_col, cd_gender, SUM(inv_quantity_on_hand) as total_quantity, AVG(inv_quantity_on_hand) as avg_quantity, COUNT(*) as count FROM customer_demographics JOIN inventory ON cd_demo_sk = inv_item_sk GROUP BY cd_gender ORDER BY cd_gender",customer_demographics;inventory,,,hard,,0
What is the total number of returned items associated with promotions that used direct mail?,,"SELECT dummy_col, SUM(sr_return_quantity) AS total_returned_items FROM store_returns JOIN promotion ON sr_item_sk = p_item_sk WHERE p_promo_direct_mail = 1",store_returns;promotion,,,hard,,0
What are the top 5 items with the highest return amounts in active promotions?,"# Paraphrases of the Original Question

1. Which 5 products in currently running promotions have the greatest number of returns?

2. Among items in active promotional campaigns, what are the five with the most returns?

3. In ongoing promotions, which five merchandise items are being returned at the highest rates?","SELECT i.p_item_sk, SUM(cr.cr_return_amount) as total_return_amount
FROM promotion i
JOIN catalog_returns cr ON i.p_item_sk = cr.cr_item_sk
WHERE i.p_discount_active = 'Y'
GROUP BY i.p_item_sk
ORDER BY total_return_amount DESC
LIMIT 5;",promotion;catalog_returns,,"To identify which promoted items are experiencing high return values, which may indicate product quality issues or misleading marketing. This analysis helps marketing teams evaluate promotion effectiveness and potentially reconsider promoting problematic items.",medium,We could also analyze this by promotion period rather than just active promotions by joining with date dimension tables using p_start_date_sk and p_end_date_sk to filter for specific time periods.,1
What are the top 5 items with the highest return amounts in active promotions?,,"SELECT dummy_col, r_reason_desc FROM reason ORDER BY r_reason_desc ASC;",reason,reason.r_reason_desc,,easy,,0
What are the top 5 items with the highest return amounts in active promotions?,,"SELECT dummy_col, i.p_item_sk, SUM(cr.cr_return_amount) as total_return_amount
FROM promotion i
JOIN catalog_returns cr ON i.p_item_sk = cr.cr_item_sk
WHERE i.p_discount_active = 'Y'
GROUP BY i.p_item_sk
ORDER BY total_return_amount DESC
LIMIT 5;",promotion;catalog_returns,,,hard,,0
How many customers are assigned to each web site based on their current address?,"# Paraphrases of Original Question

1. Based on current addresses, what is the distribution of customers across each web site?

2. What is the count of customers allocated to individual web sites according to their present address information?

3. How is the customer population divided among different web sites when categorized by their current residential addresses?","SELECT w.web_site_id, w.web_name, COUNT(c.c_customer_sk) AS customer_count 
FROM customer c 
JOIN web_site w ON c.c_current_addr_sk = w.web_site_sk 
GROUP BY w.web_site_id, w.web_name 
ORDER BY customer_count DESC",web_site;customer,,To analyze the geographic distribution of customers across different web sites by mapping customers' current addresses to web site locations. This helps understand which web sites are serving the most customers in specific regions and can inform regional marketing strategies or resource allocation.,medium,"We could also join the customer table with the address table first and then join with web_site if more detailed geographic analysis is needed;For more precise regional analysis, we could include additional columns from web_site like web_city or web_country in the select clause",1
How many customers are assigned to each web site based on their current address?,,SELECT DISTINCT cp_department FROM catalog_page cp JOIN time_dim td ON (cp.cp_start_date_sk <= td.t_time_sk AND (cp.cp_end_date_sk >= td.t_time_sk OR cp.cp_end_date_sk IS NULL)) WHERE td.t_hour >= 6 AND td.t_hour < 12 AND td.t_am_pm = 'AM',catalog_page;time_dim,,,hard,,0
How many customers are assigned to each web site based on their current address?,,"SELECT dummy_col, w.web_site_id, w.web_name, COUNT(c.c_customer_sk) AS customer_count 
FROM customer c 
JOIN web_site w ON c.c_current_addr_sk = w.web_site_sk 
GROUP BY w.web_site_id, w.web_name 
ORDER BY customer_count DESC",web_site;customer,,,hard,,0
What was the latest date recorded in our date dimension table?,"# Paraphrases of ""What was the latest date recorded in our date dimension table?""

1. Which date appears as the most recent entry in our date dimension table?

2. What is the most current date that exists within our date dimension table?

3. In our date dimension table, what was the maximum or newest date logged?",SELECT MAX(d_date) FROM date_dim,date_dim,date_dim.d_date,"To identify the most recent date available in the date dimension, which helps understand the recency of the data warehouse and can be useful for determining if data is up-to-date or needs refreshing.",easy,SELECT d_date FROM date_dim ORDER BY d_date DESC LIMIT 1,1
